latency	type	duration
1811	CH_1	500
1936	CH_2	500
2061	CH_1	500
2186	CH_2	500
2311	CH_1	500
2436	CH_2	500
2561	CH_1	500
2686	CH_2	500
2811	CH_1	500
2936	CH_2	500
3061	CH_1	500
3186	CH_2	500
3312	CH_1	500
3437	CH_2	500
3562	CH_1	500
3687	CH_2	500
3812	CH_1	500
3937	CH_2	500
4062	CH_1	500
4187	CH_2	500
4312	CH_1	500
4437	CH_2	500
4562	CH_1	500
4688	CH_2	500
4813	CH_1	500
4938	CH_2	500
5063	CH_1	500
5188	CH_2	500
5313	CH_1	500
5438	CH_0	15000
9319	CH_1	500
9444	CH_2	500
9569	CH_1	500
9694	CH_2	500
9819	CH_1	500
9944	CH_2	500
10069	CH_1	500
10194	CH_2	500
10319	CH_1	500
10444	CH_2	500
10569	CH_1	500
10694	CH_2	500
10820	CH_1	500
10945	CH_2	500
11070	CH_1	500
11195	CH_2	500
11320	CH_1	500
11445	CH_2	500
11570	CH_1	500
11695	CH_2	500
11820	CH_1	500
11945	CH_2	500
12070	CH_1	500
12196	CH_2	500
12321	CH_1	500
12446	CH_2	500
12571	CH_1	500
12696	CH_2	500
12821	CH_1	500
12951	CH_0	15000
16828	CH_1	500
16953	CH_2	500
17078	CH_1	500
17203	CH_2	500
17328	CH_1	500
17453	CH_2	500
17578	CH_1	500
17703	CH_2	500
17829	CH_1	500
17954	CH_2	500
18079	CH_1	500
18204	CH_2	500
18329	CH_1	500
18454	CH_2	500
18579	CH_1	500
18704	CH_2	500
18829	CH_1	500
18954	CH_2	500
19079	CH_1	500
19204	CH_2	500
19329	CH_1	500
19455	CH_2	500
19580	CH_1	500
19705	CH_2	500
19830	CH_1	500
19955	CH_2	500
20080	CH_1	500
20205	CH_2	500
20330	CH_1	500
20460	CH_0	15000
24336	CH_1	500
24461	CH_2	500
24586	CH_1	500
24711	CH_2	500
24836	CH_1	500
24961	CH_2	500
25086	CH_1	500
25211	CH_2	500
25336	CH_1	500
25462	CH_2	500
25587	CH_1	500
25712	CH_2	500
25837	CH_1	500
25962	CH_2	500
26087	CH_1	500
26212	CH_2	500
26337	CH_1	500
26462	CH_2	500
26587	CH_1	500
26712	CH_2	500
26837	CH_1	500
26962	CH_2	500
27088	CH_1	500
27213	CH_2	500
27338	CH_1	500
27463	CH_2	500
27588	CH_1	500
27713	CH_2	500
27838	CH_1	500
27968	CH_0	15000
31844	CH_1	500
31969	CH_2	500
32094	CH_1	500
32219	CH_2	500
32344	CH_1	500
32469	CH_2	500
32594	CH_1	500
32719	CH_2	500
32844	CH_1	500
32969	CH_2	500
33094	CH_1	500
33219	CH_2	500
33344	CH_1	500
33470	CH_2	500
33595	CH_1	500
33720	CH_2	500
33845	CH_1	500
33970	CH_2	500
34095	CH_1	500
34220	CH_2	500
34345	CH_1	500
34470	CH_2	500
34595	CH_1	500
34720	CH_2	500
34845	CH_1	500
34970	CH_2	500
35096	CH_1	500
35221	CH_2	500
35346	CH_1	500
35471	CH_0	15000
39352	CH_1	500
39477	CH_2	500
39601	CH_1	500
39726	CH_2	500
39851	CH_1	500
39977	CH_2	500
40102	CH_1	500
40227	CH_2	500
40352	CH_1	500
40477	CH_2	500
40602	CH_1	500
40727	CH_2	500
40852	CH_1	500
40977	CH_2	500
41102	CH_1	500
41227	CH_2	500
41352	CH_1	500
41477	CH_2	500
41603	CH_1	500
41728	CH_2	500
41853	CH_1	500
41978	CH_2	500
42103	CH_1	500
42228	CH_2	500
42353	CH_1	500
42477	CH_2	500
42602	CH_1	500
42727	CH_2	500
42852	CH_1	500
42977	CH_0	15000
46859	CH_1	500
46984	CH_2	500
47109	CH_1	500
47234	CH_2	500
47359	CH_1	500
47485	CH_2	500
47610	CH_1	500
47735	CH_2	500
47860	CH_1	500
47985	CH_2	500
48110	CH_1	500
48235	CH_2	500
48360	CH_1	500
48485	CH_2	500
48610	CH_1	500
48735	CH_2	500
48860	CH_1	500
48986	CH_2	500
49111	CH_1	500
49236	CH_2	500
49361	CH_1	500
49486	CH_2	500
49611	CH_1	500
49736	CH_2	500
49861	CH_1	500
49986	CH_2	500
50111	CH_1	500
50236	CH_2	500
50361	CH_1	500
50491	CH_0	15000
54368	CH_1	500
54493	CH_2	500
54618	CH_1	500
54743	CH_2	500
54868	CH_1	500
54994	CH_2	500
55119	CH_1	500
55244	CH_2	500
55369	CH_1	500
55494	CH_2	500
55619	CH_1	500
55744	CH_2	500
55869	CH_1	500
55994	CH_2	500
56119	CH_1	500
56244	CH_2	500
56369	CH_1	500
56494	CH_2	500
56620	CH_1	500
56744	CH_2	500
56870	CH_1	500
56995	CH_2	500
57120	CH_1	500
57245	CH_2	500
57370	CH_1	500
57495	CH_2	500
57620	CH_1	500
57745	CH_2	500
57870	CH_1	500
58000	CH_0	15000
61877	CH_1	500
62002	CH_2	500
62127	CH_1	500
62252	CH_2	500
62378	CH_1	500
62503	CH_2	500
62628	CH_1	500
62753	CH_2	500
62878	CH_1	500
63003	CH_2	500
63128	CH_1	500
63253	CH_2	500
63378	CH_1	500
63503	CH_2	500
63628	CH_1	500
63754	CH_2	500
63879	CH_1	500
64004	CH_2	500
64129	CH_1	500
64254	CH_2	500
64379	CH_1	500
64504	CH_2	500
64629	CH_1	500
64754	CH_2	500
64879	CH_1	500
65004	CH_2	500
65129	CH_1	500
65255	CH_2	500
65380	CH_1	500
65510	CH_0	15000
